Время,WELL_ID,WELL_OP_ID,CASING_DIAMETER,TUBING_DIAMETER,CHOKE_DIAMETER,PERF_DEPTH,PERF_DEPTH_DELTA,PROD_METHOD,PUMP_TYPE,PUMP_CAPACITY,LIQ_RATE_TH,PUMP_FREQ,PUMP_DEPTH,BUFFER_PRESSURE,INLINE_PRESSURE,SHUT_PRESSURE,LIQUID_LEVEL_DYN,CASING_PRESSURE,INTAKE_PRESSURE,FLOW_PRESSURE,OIL_RATE,LIQ_RATE,WATER_CUT,STATUS,BUBBLE_POINT_PRESSURE,GAS_FACTOR,SKIN,JD,OIL_VISCOSITY,LIQUID_VISCOSITY,OIL_COMPRESSIBILITY,OIL_DENSITY,WATER_DENSITY,PERF_THICKNESS,KH,PI,LIQ_RATE_TP_TECH,LIQ_RATE_TP_CORR_TECH,OIL_RATE_TP_TECH,JD_OPT,SKIN_CALC,PI_TP_SKIN,LIQ_RATE_TP_SKIN_CORR_TECH,LIQ_RATE_TP_SKIN_TECH,OIL_RATE_TP_SKIN_TECH,PEK,STAB_TIME,REMARKS,START_DATE,STOP_DATE,CONTOUR_RADIUS,IS_EFFICIENT,NON_STABLE,LAYER_FLOW_PRESSURE_FACT,SATURATED_THICKNESS,STATIC_CASING_PRESSURE,STATIC_LEVEL,PUMP_CURRENT,ROCKING_COUNT,PLUNGER_STROKE_LENGTH,PLUNGER_DIAMETER,ROD_TYPE,LIQ_RATE_TP,LIQ_RATE_TP_CORR,OIL_RATE_TP,LIQ_RATE_TP_SKIN,LIQ_RATE_TP_SKIN_CORR,OIL_RATE_TP_SKIN,ACT_TIME,PERIODICITY_TIME,PERIODICITY_WORK_TIME,PUMP_INSTALL_DATE,PAKER_TYPE_ID,PAKER_INSTALL_DATE,PAKER_DEPTH,PI_FIXED,KH_FIXED,PACKED_LIQ_RATE,LIQUID,OIL,CONFIRMED,UPSERTED_BY,UPSERTED_ON,SHUT_PRESSURE_INIT,MOTOR_TYPE,REPAIR_TYPE,START_AFTER_REPAIR,PUMP_CURRENT_NOM,SEPARATION_FACTOR,TEMPERATURE,WATER_VISCOSITY,TARGET_FLOW_PRESSURE
2012-09-20,11639,351733,146.0,0.0,18.0,2585.0,75.77,11,25,0.0,0.0,0.0,2509.23,9.0,8.0,200.0,1937.0,8.0,51.0,0.0,2.5,7.0,57.0,1,0.0,161.0,-4.0,0.0,0.86,0.934579439252336,1.428,0.825,1.014,10.0,4.27959518374777,0.0616095227886423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1900/01/01 00:00:00.000,1900/01/01 00:00:00.000,250.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,0.0,2.48325,0.0,0.0,0.0,720,0,0,1900/01/01 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.0,0.0,0.0,210.0,75.0,1,,,,,,,,,,,
2012-10-20,11639,351734,146.0,0.0,18.0,2585.0,74.88,11,25,0.0,0.0,0.0,2510.12,9.0,8.0,200.0,2007.0,10.0,48.0,0.0,1.4,4.0,57.0,1,0.0,161.0,-4.0,0.0,0.86,0.934579439252336,1.428,0.825,1.014,10.0,2.42028516316369,0.0348426913090325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1900/01/01 00:00:00.000,1900/01/01 00:00:00.000,250.0,0,0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,0,4.0,0.0,1.419,0.0,0.0,0.0,744,0,0,1900/01/01 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.0,0.0,0.0,124.0,43.4,1,,,,,,,,,,,
2012-11-20,11639,351735,146.0,0.0,18.0,2585.0,74.88,11,25,0.0,0.0,0.0,2510.12,9.0,8.0,200.0,1757.0,8.4,48.0,0.0,1.4,4.0,57.0,1,0.0,161.0,-4.0,0.0,0.86,0.934579439252336,1.428,0.825,1.014,10.0,2.42028516316369,0.0348426913090325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1900/01/01 00:00:00.000,1900/01/01 00:00:00.000,250.0,0,0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,0,4.0,0.0,1.419,0.0,0.0,0.0,720,0,0,1900/01/01 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.0,0.0,0.0,120.0,42.0,1,,,,,,,,,,,
2017-04-01,11639,5158276,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,190.0,2028.0,10.0,0.0,52.8545312037735,0.7626,3.0,69.0,23,156.0,157.0,-4.7,0.150024822927572,0.41,1.16466932978251,1.408,0.82,1.006,10.0,4.40185518555659,0.0252350275730595,3.23302153661475,3.23302153661475,0.82183407460747,0.540672049252974,-5.22449598994868,1.99232849938176,255.250006280522,255.250006280522,64.8845515965087,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.23302153661475,3.23302153661475,0.82183407460747,255.250006280522,255.250006280522,64.8845515965087,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.513087067289163,89.5,0.0,0.0,0.0,1,180016.0,2017/04/24 15:13:32.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2017-05-01,11639,5165642,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,190.0,2028.0,10.0,0.0,52.8545312037735,0.7626,3.0,69.0,23,156.0,157.0,-4.7,0.150024822927572,0.41,1.16466932978251,1.408,0.82,1.006,10.0,4.40185518555659,0.0252350275730595,3.23302153661475,3.23302153661475,0.82183407460747,0.540672049252974,-5.22449598994868,1.99232849938176,255.250006280522,255.250006280522,64.8845515965087,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.23302153661475,3.23302153661475,0.82183407460747,255.250006280522,255.250006280522,64.8845515965087,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.513087067289163,89.5,0.0,0.0,0.0,1,180026.0,2017/05/26 13:57:32.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2017-06-01,11639,5170676,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,227.6,2028.0,10.0,0.0,52.8545312037735,0.7626,3.0,69.0,23,156.0,157.0,-4.7,0.15498726583887,0.41,1.16466932978251,1.408,0.82,1.006,10.0,3.34409338662358,0.0191710733908802,3.1778659318665,3.1778659318665,0.807813519880463,0.540672049252974,-5.22449598994868,1.99232849938176,330.255522692009,330.255522692009,83.9509538683086,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1778659318665,3.1778659318665,0.807813519880463,330.255522692009,330.255522692009,83.9509538683086,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.513087067289163,89.5,0.0,0.0,0.0,1,180026.0,2017/06/22 12:01:25.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2017-07-01,11639,5175680,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,227.6,2028.0,10.0,0.0,52.8545312037735,0.7626,3.0,69.0,23,156.0,157.0,-4.7,0.15498726583887,0.41,1.16466932978251,1.408,0.82,1.006,10.0,3.34409338662358,0.0191710733908802,3.1778659318665,3.1778659318665,0.807813519880463,0.540672049252974,-5.22449598994868,1.99232849938176,330.255522692009,330.255522692009,83.9509538683086,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1778659318665,3.1778659318665,0.807813519880463,330.255522692009,330.255522692009,83.9509538683086,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.513087067289163,89.5,0.0,0.0,0.0,1,180029.0,2017/07/24 11:36:11.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2017-08-01,11639,5180778,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,227.6,2028.0,10.0,0.0,52.8545312037735,0.7626,3.0,69.0,23,156.0,157.0,-4.7,0.15498726583887,0.41,1.16466932978251,1.408,0.82,1.006,10.0,3.34409338662358,0.0191710733908802,3.1778659318665,3.1778659318665,0.807813519880463,0.540672049252974,-5.22449598994868,1.99232849938176,330.255522692009,330.255522692009,83.9509538683086,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1778659318665,3.1778659318665,0.807813519880463,330.255522692009,330.255522692009,83.9509538683086,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.513087067289163,89.5,0.0,0.0,0.0,1,180031.0,2017/08/22 15:50:58.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2017-09-01,11639,5194772,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,227.6,2028.0,10.0,0.0,52.8545312037735,0.7626,3.0,69.0,23,156.0,157.0,-4.7,0.15498726583887,0.41,1.16466932978251,1.408,0.82,1.006,10.0,3.34409338662358,0.0191710733908802,3.1778659318665,3.1778659318665,0.807813519880463,0.540672049252974,-5.22449598994868,1.99232849938176,330.255522692009,330.255522692009,83.9509538683086,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1778659318665,3.1778659318665,0.807813519880463,330.255522692009,330.255522692009,83.9509538683086,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.513087067289163,89.5,0.0,0.0,0.0,1,180031.0,2017/09/22 13:04:22.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2017-10-01,11639,5199713,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,227.6,2028.0,10.0,0.0,52.8545312037735,0.7626,3.0,69.0,23,156.0,157.0,-4.7,0.15498726583887,0.41,1.16466932978251,1.408,0.82,1.006,10.0,3.34409338662358,0.0191710733908802,3.1778659318665,3.1778659318665,0.807813519880463,0.540672049252974,-5.22449598994868,1.99232849938176,330.255522692009,330.255522692009,83.9509538683086,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1778659318665,3.1778659318665,0.807813519880463,330.255522692009,330.255522692009,83.9509538683086,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.513087067289163,89.5,0.0,0.0,0.0,1,180029.0,2017/10/23 17:09:17.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2017-01-01,11639,5288254,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,226.7,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.158913247460022,0.41,1.16466932978251,1.473,0.811,1.006,10.0,3.41792760465572,0.019252074932659,3.15717102330936,3.15717102330936,0.793744366970206,0.540672049252974,-5.22449598994868,1.95752626687585,321.017097053953,321.017097053953,80.7069083703343,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.15717102330936,3.15717102330936,0.793744366970206,321.017097053953,321.017097053953,80.7069083703343,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 11:49:56.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2017-02-01,11639,5288255,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,190.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.153858091466879,0.41,1.16466932978251,1.473,0.811,1.006,10.0,4.47080354313941,0.0251825827745662,3.20449663364485,3.20449663364485,0.805642498664651,0.540672049252974,-5.22449598994868,1.95752626687585,249.096226095223,249.096226095223,62.6252822026,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.20449663364485,3.20449663364485,0.805642498664651,249.096226095223,249.096226095223,62.6252822026,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 11:49:56.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2017-03-01,11639,5288256,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,190.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.153858091466879,0.41,1.16466932978251,1.473,0.811,1.006,10.0,4.47080354313941,0.0251825827745662,3.20449663364485,3.20449663364485,0.805642498664651,0.540672049252974,-5.22449598994868,1.95752626687585,249.096226095223,249.096226095223,62.6252822026,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.20449663364485,3.20449663364485,0.805642498664651,249.096226095223,249.096226095223,62.6252822026,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 11:49:56.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2016-01-01,11639,5315036,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,223.8,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.15859381032507,0.41,1.16466932978251,1.473,0.811,1.006,10.0,3.48270916401875,0.0196169683942446,3.16005858018032,3.16005858018032,0.794470327643134,0.540672049252974,-5.22449598994868,1.95752626687585,315.334028747493,315.334028747493,79.2781281674073,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.16005858018032,3.16005858018032,0.794470327643134,315.334028747493,315.334028747493,79.2781281674073,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 12:58:50.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2016-02-01,11639,5315037,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,169.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.149536437094622,0.41,1.16466932978251,1.473,0.811,1.006,10.0,5.42746077950051,0.0305711219508223,3.24747529289153,3.24747529289153,0.816447763385859,0.540672049252974,-5.22449598994868,1.95752626687585,207.941932817893,207.941932817893,52.2786813297466,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.24747529289153,3.24747529289153,0.816447763385859,207.941932817893,207.941932817893,52.2786813297466,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 12:58:50.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2016-03-01,11639,5315038,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,169.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.149536437094622,0.41,1.16466932978251,1.473,0.811,1.006,10.0,5.42746077950051,0.0305711219508223,3.24747529289153,3.24747529289153,0.816447763385859,0.540672049252974,-5.22449598994868,1.95752626687585,207.941932817893,207.941932817893,52.2786813297466,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.24747529289153,3.24747529289153,0.816447763385859,207.941932817893,207.941932817893,52.2786813297466,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 12:58:50.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2016-04-01,11639,5315039,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,169.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.149536437094622,0.41,1.16466932978251,1.473,0.811,1.006,10.0,5.42746077950051,0.0305711219508223,3.24747529289153,3.24747529289153,0.816447763385859,0.540672049252974,-5.22449598994868,1.95752626687585,207.941932817893,207.941932817893,52.2786813297466,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.24747529289153,3.24747529289153,0.816447763385859,207.941932817893,207.941932817893,52.2786813297466,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 12:58:50.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2016-05-01,11639,5315069,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,169.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.149536437094622,0.41,1.16466932978251,1.473,0.811,1.006,10.0,5.42746077950051,0.0305711219508223,3.24747529289153,3.24747529289153,0.816447763385859,0.540672049252974,-5.22449598994868,1.95752626687585,207.941932817893,207.941932817893,52.2786813297466,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.24747529289153,3.24747529289153,0.816447763385859,207.941932817893,207.941932817893,52.2786813297466,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 12:58:50.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
2016-06-01,11639,5315070,130.6,60.0,0.0,2585.0,74.915,11,176,25.0,2000.0,50.0,2462.0,9.0,8.0,169.0,2028.0,10.0,0.0,52.2554255441864,0.75423,3.0,69.0,23,156.0,186.0,-4.7,0.149536437094622,0.41,1.16466932978251,1.473,0.811,1.006,10.0,5.42746077950051,0.0305711219508223,3.24747529289153,3.24747529289153,0.816447763385859,0.540672049252974,-5.22449598994868,1.95752626687585,207.941932817893,207.941932817893,52.2786813297466,58.4,15.4622443207174,,2013/12/08 09:00:00.000,2013/12/13 00:00:00.000,250.0,1,0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0,3.24747529289153,3.24747529289153,0.816447763385859,207.941932817893,207.941932817893,52.2786813297466,0,0,0,2012/09/29 00:00:00.000,0,1900/01/01 00:00:00.000,0.0,0.504124401033516,89.5,0.0,0.0,0.0,1,180029.0,2019/01/25 12:58:50.000,246.0,0.0,206.0,2012/09/29 00:00:00.000,,,,,
